1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.506694	0.000000	21.081694	0.016636	120.1
1	-0.524523	0.000000	21.081694	0.022320	2.7
2	-0.542072	0.000000	21.081694	0.021470	3.5
3	-0.507886	0.000000	21.081694	0.020301	2.5
4	-0.533429	0.000000	21.081694	0.021502	2.5
5	-0.539411	0.000000	21.081694	0.018974	2.5
6	-0.541574	0.000000	21.081694	0.017319	2.3
7	-0.520982	0.000000	21.081694	0.015168	3.1
8	-0.583254	0.000000	21.081694	0.019435	2.4
9	-0.557003	0.000000	21.081694	0.016434	2.2
10	-0.550190	0.000000	21.081694	0.017211	2.1
11	-0.580120	0.000000	21.081694	0.015870	2.3
12	-0.585670	0.000000	21.081694	0.015716	2.8
13	-0.564072	0.000000	21.081694	0.012544	3.3
14	-0.610357	0.000000	21.081694	0.013807	2.8
15	-0.586511	0.000000	21.081694	0.014104	2.6
16	-0.585982	0.000000	21.081694	0.013502	2.5
17	-0.588576	0.000000	21.081694	0.017229	2.4
18	-0.596416	0.000000	21.081694	0.014126	2.4
19	-0.612952	0.000000	21.081694	0.017337	3.1
20	-0.644123	0.000000	21.081694	0.017950	2.4
21	-0.627694	0.000000	21.081694	0.016187	2.7
22	-0.599250	0.000000	21.081694	0.021099	2.4
23	-0.633761	0.000000	21.081694	0.015076	2.5
24	-0.647258	0.000000	21.081694	0.022126	2.8
25	-0.665402	0.000000	21.081694	0.020745	2.5
26	-0.663057	0.000000	21.081694	0.021952	2.5
27	-0.663830	0.000000	21.081694	0.019937	2.4
28	-0.661122	0.000000	21.081694	0.021929	2.5
29	-0.670181	0.000000	21.081694	0.016011	2.6
30	-0.677737	0.000000	21.081694	0.022384	2.4
31	-0.709462	0.000000	21.081694	0.017591	2.7
32	-0.723991	0.000000	21.081694	0.015850	2.5
33	-0.714728	0.000000	21.081694	0.015451	2.3
34	-0.711473	0.000000	21.081694	0.017767	2.5
35	-0.733407	0.000000	21.081694	0.016300	2.3
36	-0.703306	0.000000	21.081694	0.015919	2.5
37	-0.732682	0.000000	21.081694	0.011756	3.1
38	-0.716873	0.000000	21.081694	0.018130	2.9
39	-0.719156	0.000000	21.081694	0.013177	2.6
40	-0.754131	0.000000	21.081694	0.017038	2.7
41	-0.765166	0.000000	21.081694	0.013400	2.5
42	-0.789121	0.000000	21.081694	0.016923	2.3
43	-0.756701	0.000000	21.081694	0.010607	3.0
44	-0.754919	0.000000	21.081694	0.014694	2.6
45	-0.708452	0.000000	21.081694	0.010578	2.4
46	-0.739777	0.000000	21.081694	0.011353	2.4
47	-0.775634	0.000000	21.081694	0.008278	2.4
48	-0.769129	0.000000	21.081694	0.010080	2.3
49	-0.770850	0.000000	21.081694	0.009193	2.6
50	-0.778976	0.000000	21.081694	0.009343	2.7
